row_id,Prediction
0,0.0415368229151
1,0.153374925256
2,0.081801623106
3,0.145823076367
4,0.124283306301
5,0.347746372223
6,0.273975044489
7,0.144440814853
8,0.417369872332
9,0.0290921293199
10,0.393018901348
11,0.0688279718161
12,0.123453296721
13,0.0194812528789
14,0.366993576288
15,0.400142490864
16,0.0393640734255
17,0.188467726111
18,0.213626265526
19,0.139337971807
20,0.0160205829889
21,0.284644424915
22,0.250350892544
23,0.115508854389
24,0.228026628494
25,0.259488403797
26,0.237409651279
27,0.274529188871
28,0.22081489861
29,0.0998763814569
30,0.225066870451
31,0.363685518503
32,0.747282803059
33,0.25547760725
34,0.262304604053
35,0.152634203434
36,0.0877173990011
37,0.062757410109
38,0.37657931447
39,0.0900491848588
40,0.22506017983
41,0.260598272085
42,0.13068151474
43,0.48634749651
44,0.38968077302
45,0.204482093453
46,0.44129422307
47,0.182786345482
48,0.166134253144
49,0.132206454873
50,0.618249416351
51,0.0227931290865
52,0.103942096233
53,0.191255152225
54,0.460764884949
55,0.245207980275
56,0.094782859087
57,0.220436945558
58,0.267385184765
59,0.148464635015
60,0.144957974553
61,0.228335857391
62,0.16823540628
63,0.296021044254
64,0.296864330769
65,0.143310174346
66,0.0976244583726
67,0.496169567108
68,0.118650048971
69,0.270399719477
70,0.367275565863
71,0.148517712951
72,0.457806497812
73,0.361849814653
74,0.31390362978
75,0.187286019325
76,0.13862387836
77,0.298916041851
78,0.135881051421
79,0.0668284893036
80,0.102072030306
81,0.17845210433
82,0.376972585917
83,0.286063164473
84,0.0637668818235
85,0.285115003586
86,0.044311311096
87,0.0223412569612
88,0.0192398130894
89,0.318429112434
90,0.133761972189
91,0.483270257711
92,0.193830057979
93,0.369259506464
94,0.0962608978152
95,0.0788191854954
96,0.133487060666
97,0.313032537699
98,0.374529659748
99,0.16763857007
100,0.34662014246
101,0.299885481596
102,0.190959125757
103,0.116830416024
104,0.128889039159
105,0.263025850058
106,0.176234811544
107,0.207490429282
108,0.430069118738
109,0.294727146626
110,0.0813684016466
111,0.237573280931
112,0.533490896225
113,0.245816275477
114,0.173456788063
115,0.106283962727
116,0.216795250773
117,0.461638987064
118,0.230251207948
119,0.0672232955694
120,0.270436614752
121,0.292618006468
122,0.32735401392
123,0.688080191612
124,0.310012549162
125,0.172419056296
126,0.15583589673
127,0.125820070505
128,0.14780934155
129,0.680633962154
130,0.465151548386
131,0.0826044455171
132,0.304531127214
133,0.119130022824
134,0.155727639794
