row_id,Prediction
0,0.0541164993623
1,0.164916914053
2,0.0668575975194
3,0.177164165888
4,0.14294151641
5,0.373098263157
6,0.211215409441
7,0.177655436965
8,0.422937964814
9,0.0412657111593
10,0.426832900371
11,0.0913078935528
12,0.172572134507
13,0.0351632909332
14,0.380006980147
15,0.322684045876
16,0.035107970674
17,0.239855313824
18,0.231773863844
19,0.205003982125
20,0.0210728937763
21,0.26846160185
22,0.313703798343
23,0.104930736547
24,0.205167400222
25,0.272698379094
26,0.263936369314
27,0.276012593271
28,0.245564261178
29,0.0922365940666
30,0.198210589779
31,0.369957207071
32,0.616876024823
33,0.299119907609
34,0.257903266478
35,0.141877212938
36,0.0868348272695
37,0.0486755877931
38,0.228022161604
39,0.0966658717162
40,0.171227954954
41,0.317500243664
42,0.109716879729
43,0.42456823166
44,0.382988903042
45,0.223135031986
46,0.537837432448
47,0.203661927512
48,0.199959165881
49,0.109186958182
50,0.539221371358
51,0.0287285008682
52,0.107577109486
53,0.215838449549
54,0.437490237813
55,0.254496771383
56,0.0866334884248
57,0.280727215826
58,0.237436946267
59,0.133019304465
60,0.163090962137
61,0.244127174609
62,0.146367022142
63,0.310880931479
64,0.313301773953
65,0.147612472971
66,0.0955395960288
67,0.470290101576
68,0.0837314579712
69,0.257345649602
70,0.371043015024
71,0.175027351032
72,0.419823652541
73,0.378061095251
74,0.248551746824
75,0.242525936272
76,0.150307159958
77,0.228305687734
78,0.13525723044
79,0.0730340338612
80,0.143461711586
81,0.18110456282
82,0.402174404168
83,0.240692020256
84,0.0801960022384
85,0.298471290417
86,0.0658577474923
87,0.0376852991597
88,0.0446324249571
89,0.343277278229
90,0.169241078503
91,0.543068910171
92,0.255347908804
93,0.367987597953
94,0.14318886572
95,0.0733684260429
96,0.146843473053
97,0.257748798663
98,0.366762231929
99,0.243947624562
100,0.324976577486
101,0.287100617173
102,0.207304855733
103,0.128346975921
104,0.109376152467
105,0.250728441304
106,0.152616286986
107,0.169335092163
108,0.47699089142
109,0.302704870704
110,0.0837622840033
111,0.247821157405
112,0.513316741419
113,0.224701824653
114,0.212375063655
115,0.123951644451
116,0.153346268256
117,0.452526607186
118,0.293762432421
119,0.149745918048
120,0.256278806283
121,0.286009376663
122,0.33595266602
123,0.622656062593
124,0.30649212102
125,0.200173495969
126,0.203055197925
127,0.123657008472
128,0.183295865054
129,0.617517083037
130,0.419593478597
131,0.0545132656054
132,0.289528468264
133,0.0888510130601
134,0.179278241435
135,0.141555525761
136,0.0957455077338
137,0.170638380125
138,0.455833845289
139,0.162490182071
140,0.685934054205
141,0.162705583391
142,0.266672270405
143,0.201072182269
144,0.632434078928
145,0.130083841221
146,0.580203960547
147,0.491233160889
148,0.0981363873681
