row_id,Prediction
0,0.0599537368106
1,0.158207275911
2,0.0554908160794
3,0.191020977759
4,0.11616913978
5,0.301604222073
6,0.272736342224
7,0.131469636107
8,0.400243969538
9,0.0442561032424
10,0.447037422138
11,0.0677729441206
12,0.193484027998
13,0.0355748206835
14,0.541760269059
15,0.305392905175
16,0.0378590667507
17,0.233066801863
18,0.221739546482
19,0.168089325247
20,0.0226944464776
21,0.24573384249
22,0.236497418471
23,0.0902749533367
24,0.232623106437
25,0.283925741965
26,0.246511082673
27,0.248450416675
28,0.195035581057
29,0.0850100480105
30,0.244747716507
31,0.352410734332
32,0.749034281236
33,0.310686664103
34,0.211246761961
35,0.114085659097
36,0.082885154466
37,0.0527170617124
38,0.259050339376
39,0.0712979584799
40,0.207801297928
41,0.37510339214
42,0.109353553467
43,0.517517137373
44,0.37218707348
45,0.237386740994
46,0.501742778415
47,0.159043414115
48,0.153864243919
49,0.151797939145
50,0.577763066482
51,0.0322948683958
52,0.103167482108
53,0.230027522016
54,0.424625991202
55,0.22093958791
56,0.0964366457231
57,0.253468734984
58,0.245765901204
59,0.137662680159
60,0.163343517253
61,0.256839305184
62,0.128347528443
63,0.226397806821
64,0.362082061504
65,0.188442150804
66,0.119823085917
67,0.499091244982
68,0.0672995884412
69,0.290102144897
70,0.38959710233
71,0.203647835291
72,0.53209683869
73,0.353410935922
74,0.330955329114
75,0.207248244301
76,0.169953995612
77,0.313404313504
78,0.1434144607
79,0.0787992086105
80,0.0966459008334
81,0.177268226099
82,0.384334843803
83,0.206987544062
84,0.0860235253134
85,0.306355596176
86,0.055981411455
87,0.0281264382061
88,0.0295531546198
89,0.310550511153
90,0.186510776885
91,0.541775360233
92,0.24120676562
93,0.358699914331
94,0.125579687624
95,0.0731093371445
96,0.136749303203
97,0.23398431118
98,0.423367276955
99,0.214215133139
100,0.308307726009
101,0.373980951128
102,0.207850951146
103,0.0933479477264
104,0.117922229985
105,0.230388246431
106,0.174381311143
107,0.120547600954
108,0.392428855613
109,0.277459323882
110,0.0845037221764
111,0.228724712895
112,0.600317332833
113,0.223037949949
114,0.172082103478
115,0.113750476803
116,0.133927384859
117,0.345779293734
118,0.268512324756
119,0.172351135076
120,0.354797463711
121,0.259805030422
122,0.337187400786
123,0.617340921784
